filename,y,a,split,blip_caption
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2394894.jpg,1,1,1,a red bowl with food in it
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2320704.jpg,1,1,1,the cat is looking out the window
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2328589.jpg,1,1,1,a man and a woman sitting on a couch with a cat
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2398910.jpg,1,1,1,a black cat laying on top of a laptop
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2337840.jpg,1,1,1,a black cat sitting next to a bowl of food
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2370471.jpg,1,1,1,a group of kids
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2367014.jpg,1,1,1,the cat is laying on the couch
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2371747.jpg,1,1,1,a cat laying on top of a desk next to a laptop
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2382240.jpg,1,1,1,a man laying on a bed with a cat
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2329132.jpg,1,1,1,a man sitting in a chair with a cat on his lap
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2341660.jpg,1,1,1,a cat sleeping on a laptop
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2320069.jpg,1,1,1,the cat is orange and white
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2387741.jpg,1,1,1,a cat sitting on top of a refrigerator
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2411356.jpg,1,1,1,a man laying on a couch with a cat on his lap
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2330889.jpg,1,1,1,a living room filled with furniture and a flat screen tv
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2351474.jpg,1,1,1,a cat sitting on a bed in front of a mirror
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2394077.jpg,1,1,1,the cat is laying on the bed
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2408809.jpg,1,1,1,a cat sitting on top of a tv in a living room
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2384738.jpg,1,1,1,a cat sleeping on a desk next to a computer
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2334208.jpg,1,1,1,two cats sitting on a couch
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2337662.jpg,1,1,1,a cat sitting in front of a television
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2416021.jpg,1,1,1,a black cat laying on top of a computer keyboard
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2380683.jpg,1,1,1,a cat sitting on a laptop
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2357400.jpg,1,1,1,the cat is sleeping
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2318834.jpg,1,1,1,a cat eating food out of a bowl
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2416805.jpg,1,1,1,the man is wearing a red shirt
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2329733.jpg,1,1,1,two cats in a window
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2354644.jpg,1,1,1,a cat laying on top of a book shelf
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2362385.jpg,1,1,1,a cat wearing a santa hat
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2337170.jpg,1,1,1,a cat laying on top of a bed
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2368640.jpg,1,1,1,a cat sitting on top of a television
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2317596.jpg,1,1,1,a cat sleeping in a flower pot
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2347638.jpg,1,1,1,a baby laying on a bed next to a cat
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2370516.jpg,1,1,1,a white cat with blue eyes
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2345284.jpg,1,1,1,a black and white cat
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2344983.jpg,1,1,1,a man kneeling on the floor with a skateboard
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2371852.jpg,1,1,1,a cat sleeping on a desk next to a computer
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2336083.jpg,1,1,1,a cat laying on the floor
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2416658.jpg,1,1,1,a cat sitting on a couch next to a remote control
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2326609.jpg,1,1,1,two cats laying on a bed
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2385302.jpg,1,1,1,the cat is looking at the bag
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2354698.jpg,1,1,1,two black and white cats
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2407287.jpg,1,1,1,a cat wearing a hat
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2379768.jpg,1,1,1,a black cat on a desk
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2412419.jpg,1,1,1,the dog is laying on the man's lap
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2388543.jpg,1,1,1,a cat sitting on top of a laptop
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2408894.jpg,1,1,1,a cat in a suitcase
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2335240.jpg,1,1,1,two cats sitting on a bench
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2321620.jpg,1,1,1,a cat hiding under a blanket on a bed
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2403146.jpg,1,1,1,a cat standing on a toilet in a bathroom
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2340179.jpg,1,1,1,a cat sitting on a couch in a living room
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2361796.jpg,1,1,1,a black cat laying on a bed next to a remote control
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2373001.jpg,1,1,1,the cat is black
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2405619.jpg,1,1,1,a cat standing on top of a bed next to a pile of books
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2321421.jpg,1,1,1,a cat sitting on the ground
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2383592.jpg,1,1,1,the cat is watching tv
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2318038.jpg,1,1,1,a cat laying on a bed looking out a window
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2330048.jpg,1,1,1,the cat is looking at the laptop
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2373100.jpg,1,1,1,the cat is looking out the window
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2390873.jpg,1,1,1,a cat sitting on top of a laptop computer
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2362274.jpg,1,1,1,a cat laying on a bed next to a window
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2364155.jpg,1,1,1,a black and white cat
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2372339.jpg,1,1,1,a round bed in the corner of a room
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2390330.jpg,1,1,1,a black and white cat sitting on a toilet bowl
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2377610.jpg,1,1,1,a cat sitting on top of a pile of luggage
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2338063.jpg,1,1,1,a cat on a television
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2377325.jpg,1,1,1,a cat laying in a sink
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2343780.jpg,1,1,1,a cat laying on a blanket in front of a television
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2353770.jpg,1,1,1,a cat is laying on a chair with its mouth open
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2381791.jpg,1,1,1,a cat sitting in a window of a building
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2403201.jpg,1,1,1,a cat laying on top of a laptop computer
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2328810.jpg,1,1,1,a cat on a cat tree
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2407329.jpg,1,1,1,a cat sleeping on top of a green suitcase
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2335682.jpg,1,1,1,the cat is black
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2316439.jpg,1,1,1,a cat sleeping on a bed next to a laptop
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2369110.jpg,1,1,1,a cat drinking out of a toilet in a bathroom
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2324496.jpg,1,1,1,man sleeping in bed
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2337225.jpg,1,1,1,a wooden bookcase
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2398392.jpg,1,1,1,a woman sitting in a chair in front of a window
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2365745.jpg,1,1,1,a cat sitting on top of a blue boat
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2385836.jpg,1,1,1,a fireplace in a living room
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2374664.jpg,1,1,1,a cat sitting on top of a wooden table
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2415403.jpg,1,1,1,a cat laying on the floor
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2344206.jpg,1,1,1,a white toilet bowl
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2316594.jpg,1,1,1,four pictures of a cat sitting on a bed
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2414209.jpg,1,1,1,the rug on the floor
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2393745.jpg,1,1,1,the cat is orange and white
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2365314.jpg,1,1,1,a cat standing on a toilet in a bathroom
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2371101.jpg,1,1,1,a black and white cat
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2400035.jpg,1,1,1,a cat sitting on a chair
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2352790.jpg,1,1,1,a cat laying on a bed
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2392176.jpg,1,1,1,the cat is gray
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2338689.jpg,1,1,1,a cat sitting on top of a wooden box
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2398497.jpg,1,1,1,a cat sitting on a chair in a living room
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2333110.jpg,1,1,1,a black cat laying on a purple chair
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2344532.jpg,1,1,1,a cat sitting on the floor in front of a window
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2392446.jpg,1,1,1,the door is open
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2330125.jpg,1,1,1,a silver christmas tree
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2386737.jpg,1,1,1,a cat sitting on a desk
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2348560.jpg,1,1,1,a cat sitting on a table next to a glass of wine
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2349149.jpg,1,1,1,a cat sleeping on a bed
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2410153.jpg,1,1,1,a cat sleeping on a bed
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2384185.jpg,1,1,1,a cat is sitting in a bag of shoes
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2387465.jpg,1,1,1,a cat sitting on a desk
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2378777.jpg,1,1,1,a black and white cat
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2323828.jpg,1,1,1,a cat sleeping on a desk next to a computer
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2340479.jpg,1,1,1,a cat laying on top of a computer mouse
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2345671.jpg,1,1,1,a cat sitting on the floor in front of a television
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2402810.jpg,1,1,1,a cat laying on a bed next to a laptop
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2389676.jpg,1,1,1,two cats sitting on the floor
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2395559.jpg,1,1,1,a cat sleeping on top of a toilet paper roll
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2368597.jpg,1,1,1,a white cat laying on a bed
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2408471.jpg,1,1,1,a cat laying on top of a pair of shoes
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/cat/cat(indoor)/2416656.jpg,1,1,1,a cat laying on top of a computer keyboard
/restricted/projectnb/batmanlab/shawn24/PhD/Ladder/data/metashift/MetaShift-Cat-Dog-indoor-outdoor/train/dog/dog(outdoor)/2346197.jpg,0,0,1,a person walking a dog down a street
